Genesis,1,,,31
Genesis,2,,,25
Genesis,3,,,24
Genesis,4,,,26
Genesis,5,,,32
Genesis,6,,,22
Genesis,7,,,24
Genesis,8,,,22
Genesis,9,,,29
Genesis,10,,,32
Genesis,11,,,32
Genesis,12,,,20
Genesis,13,,,18
Genesis,14,,,24
Genesis,15,,,21
Genesis,16,,,16
Genesis,17,,,27
Genesis,18,,,33
Genesis,19,,,38
Genesis,20,,,18
Genesis,21,,,34
Genesis,22,,,24
Genesis,23,,,20
Genesis,24,,,67
Genesis,25,,,34
Genesis,26,,,35
Genesis,27,,,46
Genesis,28,,,22
Genesis,29,,,35
Genesis,30,,,43
Genesis,31,,,55
Genesis,32,,,32
Genesis,33,,,20
Genesis,34,,,31
Genesis,35,,,29
Genesis,36,,,43
Genesis,37,,,36
Genesis,38,,,30
Genesis,39,,,23
Genesis,40,,,23
Genesis,41,,,57
Genesis,42,,,38
Genesis,43,,,34
Genesis,44,,,34
Genesis,45,,,28
Genesis,46,,,34
Genesis,47,,,31
Genesis,48,,,22
Genesis,49,,,33
Genesis,50,,,26
Exodus,1,,,22
Exodus,2,,,25
Exodus,3,,,22
Exodus,4,,,31
Exodus,5,,,23
Exodus,6,,,30
Exodus,7,,,25
Exodus,8,,,32
Exodus,9,,,35
Exodus,10,,,29
Exodus,11,,,10
Exodus,12,1,20,20,false
Exodus,12,21,51,31
Exodus,13,,,22
Exodus,14,,,31
Exodus,15,,,27
Exodus,16,,,36
Exodus,17,,,16
Exodus,18,,,27
Exodus,19,,,25
Exodus,20,,,26
Exodus,21,,,36
Exodus,22,,,31
Exodus,23,,,33
Exodus,24,,,18
Exodus,25,,,40
Exodus,26,,,37
Exodus,27,,,21
Exodus,28,,,43
Exodus,29,,,46
Exodus,30,,,38
Exodus,31,,,18
Exodus,32,,,35
Exodus,33,,,23
Exodus,34,,,35
Exodus,35,,,35
Exodus,36,,,38
Exodus,37,,,29
Exodus,38,,,31
Exodus,39,,,43
Exodus,40,,,38
Leviticus,1,,,17
Leviticus,2,,,16
Leviticus,3,,,17
Leviticus,4,,,35
Leviticus,5,,,19
Leviticus,6,,,30
Leviticus,7,,,38
Leviticus,8,,,36
Leviticus,9,,,24
Leviticus,10,,,20
Leviticus,11,,,47
Leviticus,12,,,8
Leviticus,13,,,59
Leviticus,14,,,57
Leviticus,15,,,33
Leviticus,16,,,34
Leviticus,17,,,16
Leviticus,18,,,30
Leviticus,19,,,37
Leviticus,20,,,27
Leviticus,21,,,24
Leviticus,22,,,33
Leviticus,23,,,44
Leviticus,24,,,23
Leviticus,25,,,55
Leviticus,26,,,46
Leviticus,27,,,34
Numbers,1,,,54
Numbers,2,,,34
Numbers,3,,,51
Numbers,4,,,49
Numbers,5,,,31
Numbers,6,,,27
Numbers,7,,,89
Numbers,8,,,26
Numbers,9,,,23
Numbers,10,,,36
Numbers,11,,,35
Numbers,12,,,16
Numbers,13,,,33
Numbers,14,,,45
Numbers,15,,,41
Numbers,16,,,50
Numbers,17,,,13
Numbers,18,,,32
Numbers,19,,,22
Numbers,20,,,29
Numbers,21,,,35
Numbers,22,,,41
Numbers,23,,,30
Numbers,24,,,25
Numbers,25,,,18
Numbers,26,,,65
Numbers,27,,,23
Numbers,28,,,31
Numbers,29,,,40
Numbers,30,,,16
Numbers,31,,,54
Numbers,32,,,42
Numbers,33,,,56
Numbers,34,,,29
Numbers,35,,,34
Numbers,36,,,13
Deuteronomy,1,,,46
Deuteronomy,2,,,37
Deuteronomy,3,,,29
Deuteronomy,4,,,49
Deuteronomy,5,,,33
Deuteronomy,6,,,25
Deuteronomy,7,,,26
Deuteronomy,8,,,20
Deuteronomy,9,,,29
Deuteronomy,10,,,22
