Ezra,1,,,11
Ezra,2,,,70
Ezra,3,,,13
Ezra,4,,,24
Ezra,5,,,17
Ezra,6,,,22
Ezra,7,,,28
Ezra,8,,,36
Ezra,9,,,15
Ezra,10,,,44
Nehemiah,1,,,11
Nehemiah,2,,,20
Nehemiah,3,,,32
Nehemiah,4,,,23
Nehemiah,5,,,19
Nehemiah,6,,,19
Nehemiah,7,,,73
Nehemiah,8,,,18
Nehemiah,9,,,38
Nehemiah,10,,,39
Nehemiah,11,,,36
Nehemiah,12,,,47
Nehemiah,13,,,31
Esther,1,,,22
Esther,2,,,23
Esther,3,,,15
Esther,4,,,17
Esther,5,,,14
Esther,6,,,14
Esther,7,,,10
Esther,8,,,17
Esther,9,,,32
Esther,10,,,3
Job,1,,,22
Job,2,,,13
Job,3,,,26
Job,4,,,21
Job,5,,,27
Job,6,,,30
Job,7,,,21
Job,8,,,22
Job,9,,,35
Job,10,,,22
Job,11,,,20
Job,12,,,25
Job,13,,,28
Job,14,,,22
Job,15,,,35
Job,16,,,22
Job,17,,,16
Job,18,,,21
Job,19,,,29
Job,20,,,29
Job,21,,,34
Job,22,,,30
Job,23,,,17
Job,24,,,25
Job,25,,,6
Job,26,,,14
Job,27,,,23
Job,28,,,28
Job,29,,,25
Job,30,,,31
Job,31,,,40
Job,32,,,22
Job,33,,,33
Job,34,,,37
Job,35,,,16
Job,36,,,33
Job,37,,,24
Job,38,,,41
Job,39,,,30
Job,40,,,24
Job,41,,,34
Job,42,,,17
Psalms,1,,,6
Psalms,2,,,12
Psalms,3,,,8
Psalms,4,,,8
Psalms,5,,,12
Psalms,6,,,10
Psalms,7,,,17
Psalms,8,,,9
Psalms,9,,,20
Psalms,10,,,18
Psalms,11,,,7
Psalms,12,,,8
Psalms,13,,,6
Psalms,14,,,7
Psalms,15,,,5
Psalms,16,,,11
Psalms,17,,,15
Psalms,18,,,50
Psalms,19,,,14
Psalms,20,,,9
Psalms,21,,,13
Psalms,22,,,31
Psalms,23,,,6
Psalms,24,,,10
Psalms,25,,,22
Psalms,26,,,12
Psalms,27,,,14
Psalms,28,,,9
Psalms,29,,,11
Psalms,30,,,12
Psalms,31,,,24
Psalms,32,,,11
Psalms,33,,,22
Psalms,34,,,22
Psalms,35,,,28
Psalms,36,,,12
Psalms,37,,,40
Psalms,38,,,22
Psalms,39,,,13
Psalms,40,,,17
Psalms,41,,,13
Psalms,42,,,11
Psalms,43,,,5
Psalms,44,,,26
Psalms,45,,,17
Psalms,46,,,11
Psalms,47,,,9
Psalms,48,,,14
Psalms,49,,,20
Psalms,50,,,23
Psalms,51,,,19
Psalms,52,,,9
Psalms,53,,,6
Psalms,54,,,7
Psalms,55,,,23
Psalms,56,,,13
Psalms,57,,,11
Psalms,58,,,11
Psalms,59,,,17
Psalms,60,,,12
Psalms,61,,,8
Psalms,62,,,12
Psalms,63,,,11
Psalms,64,,,10
Psalms,65,,,13
Psalms,66,,,20
Psalms,67,,,7
Psalms,68,,,35
Psalms,69,,,36
Psalms,70,,,5
Psalms,71,,,24
Psalms,72,,,20
Psalms,73,,,28
Psalms,74,,,23
Psalms,75,,,10
Psalms,76,,,12
Psalms,77,,,20
Psalms,78,1,39,39,false
Psalms,78,40,72,33
Psalms,79,,,13
Psalms,80,,,19
Psalms,81,,,16
Psalms,82,,,8
Psalms,83,,,18
Psalms,84,,,12
Psalms,85,,,13
Psalms,86,,,17
Psalms,87,,,7
Psalms,88,,,18
Psalms,89,,,52
Psalms,90,,,17
Psalms,91,,,16
Psalms,92,,,15
Psalms,93,,,5
Psalms,94,,,23
Psalms,95,,,11
Psalms,96,,,13
Psalms,97,,,12
Psalms,98,,,9
Psalms,99,,,9
Psalms,100,,,5
Psalms,101,,,8
Psalms,102,,,28
Psalms,103,,,22
Psalms,104,,,35
Psalms,105,,,45
Psalms,106,,,48
Psalms,107,,,43
Psalms,108,,,13
Psalms,109,,,31
Psalms,110,,,7
Psalms,111,,,10
Psalms,112,,,10
Psalms,113,,,9
Psalms,114,,,8
Psalms,115,,,18
Psalms,116,,,19
Psalms,117,,,2
Psalms,118,,,29
Psalms,119,1,24,24,false
Psalms,119,25,48,24,false
Psalms,119,49,72,24,false
Psalms,119,73,96,24,false
Psalms,119,97,120,24,false
Psalms,119,121,144,24,false
Psalms,119,145,176,32
Psalms,120,,,7
Psalms,121,,,8
Psalms,122,,,9
Psalms,123,,,4
Psalms,124,,,8
Psalms,125,,,5
Psalms,126,,,6
Psalms,127,,,5
Psalms,128,,,6
Psalms,129,,,8
Psalms,130,,,8
Psalms,131,,,3
Psalms,132,,,18
Psalms,133,,,3
Psalms,134,,,3
Psalms,135,,,21
Psalms,136,,,26
Psalms,137,,,9
Psalms,138,,,8
Psalms,139,,,24
Psalms,140,,,13
Psalms,141,,,10
Psalms,142,,,7
Psalms,143,,,12
Psalms,144,,,15
Psalms,145,,,21
Psalms,146,,,10
Psalms,147,,,20
Psalms,148,,,14
Psalms,149,,,9
Psalms,150,,,6
Proverbs,1,,,33
Proverbs,2,,,22
Proverbs,3,,,35
Proverbs,4,,,27
Proverbs,5,,,23
Proverbs,6,,,35
Proverbs,7,,,27
Proverbs,8,,,36
Proverbs,9,,,18
Proverbs,10,,,32
Proverbs,11,,,31
Proverbs,12,,,28
Proverbs,13,,,25
Proverbs,14,,,35
Proverbs,15,,,33
Proverbs,16,,,33
Proverbs,17,,,28
Proverbs,18,,,24
Proverbs,19,,,29
Proverbs,20,,,30
Proverbs,21,,,31
Proverbs,22,,,29
Proverbs,23,,,35
Proverbs,24,,,34
Proverbs,25,,,28
Proverbs,26,,,28
Proverbs,27,,,27
Proverbs,28,,,28
Proverbs,29,,,27
Proverbs,30,,,33
Proverbs,31,,,31
Ecclesiastes,1,,,18
Ecclesiastes,2,,,26
Ecclesiastes,3,,,22
Ecclesiastes,4,,,16
Ecclesiastes,5,,,20
Ecclesiastes,6,,,12
Ecclesiastes,7,,,29
Ecclesiastes,8,,,17
Ecclesiastes,9,,,18
Ecclesiastes,10,,,20
Ecclesiastes,11,,,10
Ecclesiastes,12,,,14
Song of Solomon,1,,,17
Song of Solomon,2,,,17
Song of Solomon,3,,,11
Song of Solomon,4,,,16
Song of Solomon,5,,,16
Song of Solomon,6,,,13
Song of Solomon,7,,,13
Song of Solomon,8,,,14
Isaiah,1,,,31
Isaiah,2,,,22
Isaiah,3,,,26
Isaiah,4,,,6
Isaiah,5,,,30
Isaiah,6,,,13
Isaiah,7,,,25
Isaiah,8,,,22
Isaiah,9,1,7,7,false
Isaiah,9,8,21,14
Isaiah,10,1,4,4,false
Isaiah,10,5,34,30
Isaiah,11,,,16
Isaiah,12,,,6
Isaiah,13,,,22
Isaiah,14,,,32
Isaiah,15,,,9
