Psalms,10,,,18
Psalms,11,,,7
Psalms,12,,,8
Psalms,13,,,6
Psalms,14,,,7
Psalms,15,,,5
Psalms,16,,,11
Psalms,17,,,15
Psalms,18,,,50
Psalms,19,,,14
Psalms,20,,,9
Psalms,21,,,13
Psalms,22,,,31
Psalms,23,,,6
Psalms,24,,,10
Psalms,25,,,22
Psalms,26,,,12
Psalms,27,,,14
Psalms,28,,,9
Psalms,29,,,11
Psalms,30,,,12
Psalms,31,,,24
Psalms,32,,,11
Psalms,33,,,22
Psalms,34,,,22
Psalms,35,,,28
Psalms,36,,,12
Psalms,37,,,40
Psalms,38,,,22
Psalms,39,,,13
Psalms,40,,,17
Psalms,41,,,13
Psalms,42,,,11
Psalms,43,,,5
Psalms,44,,,26
Psalms,45,,,17
Psalms,46,,,11
Psalms,47,,,9
Psalms,48,,,14
Psalms,49,,,20
Psalms,50,,,23
Psalms,51,,,19
Psalms,52,,,9
Psalms,53,,,6
Psalms,54,,,7
Psalms,55,,,23
Psalms,56,,,13
Psalms,57,,,11
Psalms,58,,,11
Psalms,59,,,17
Psalms,60,,,12
Psalms,61,,,8
Psalms,62,,,12
Psalms,63,,,11
Psalms,64,,,10
Psalms,65,,,13
Psalms,66,,,20
Psalms,67,,,7
Psalms,68,,,35
Psalms,69,,,36
Psalms,70,,,5
Psalms,71,,,24
Psalms,72,,,20
Psalms,73,,,28
Psalms,74,,,23
Psalms,75,,,10
Psalms,76,,,12
Psalms,77,,,20
Psalms,78,1,39,39,false
Psalms,78,40,72,33
Psalms,79,,,13
Psalms,80,,,19
Psalms,81,,,16
Psalms,82,,,8
Psalms,83,,,18
Psalms,84,,,12
Psalms,85,,,13
Psalms,86,,,17
Psalms,87,,,7
Psalms,88,,,18
Psalms,89,,,52
Psalms,90,,,17
Psalms,91,,,16
Psalms,92,,,15
Psalms,93,,,5
Psalms,94,,,23
Psalms,95,,,11
Psalms,96,,,13
Psalms,97,,,12
Psalms,98,,,9
Psalms,99,,,9
Psalms,100,,,5
Psalms,101,,,8
Psalms,102,,,28
Psalms,103,,,22
Psalms,104,,,35
Psalms,105,,,45
Psalms,106,,,48
Psalms,107,,,43
Psalms,108,,,13
Psalms,109,,,31
Psalms,110,,,7
Psalms,111,,,10
Psalms,112,,,10
Psalms,113,,,9
Psalms,114,,,8
Psalms,115,,,18
Psalms,116,,,19
Psalms,117,,,2
Psalms,118,,,29
Psalms,119,1,24,24,false
Psalms,119,25,48,24,false
Psalms,119,49,72,24,false
Psalms,119,73,96,24,false
Psalms,119,97,120,24,false
Psalms,119,121,144,24,false
Psalms,119,145,176,32
Psalms,120,,,7
Psalms,121,,,8
Psalms,122,,,9
Psalms,123,,,4
Psalms,124,,,8
Psalms,125,,,5
Psalms,126,,,6
Psalms,127,,,5
Psalms,128,,,6
Psalms,129,,,8
Psalms,130,,,8
Psalms,131,,,3
Psalms,132,,,18
Psalms,133,,,3
Psalms,134,,,3
Psalms,135,,,21
Psalms,136,,,26
Psalms,137,,,9
Psalms,138,,,8
Psalms,139,,,24
Psalms,140,,,13
Psalms,141,,,10
Psalms,142,,,7
Psalms,143,,,12
Psalms,144,,,15
Psalms,145,,,21
Psalms,146,,,10
Psalms,147,,,20
Psalms,148,,,14
Psalms,149,,,9
Psalms,150,,,6
Luke,1,1,38,38,false
Luke,1,39,80,42
Luke,2,,,52
Luke,3,,,38
Luke,4,,,44
Luke,5,,,39
Luke,6,,,49
Luke,7,,,50
Luke,8,,,56
Luke,9,,,62
Luke,10,,,42
Luke,11,,,54
Luke,12,,,59
Luke,13,,,35
Luke,14,,,35
Luke,15,,,32
Luke,16,,,31
Luke,17,,,37
Luke,18,,,43
Luke,19,,,48
Luke,20,,,47
Luke,21,,,38
Luke,22,,,71
Luke,23,,,56
Luke,24,,,53
John,1,,,51
John,2,,,25
John,3,,,36
John,4,,,54
John,5,,,47
John,6,,,71
John,7,,,53
John,8,,,59
John,9,,,41
John,10,,,42
John,11,,,57
John,12,,,50
John,13,,,38
John,14,,,31
John,15,,,27
John,16,,,33
John,17,,,26
John,18,,,40
John,19,,,42
John,20,,,31
John,21,,,25
